Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,,
Australia,2007,"Recreation, culture and religion",9184,,
Australia,2007,"General economic, commercial and labour affairs",3030,,
Australia,2007,Other industries,709,,
Australia,2007,RandD Economic affairs,46,,
Australia,2007,Economic affairs n.e.c.,2309,,
Australia,2008,Total function,404273,,
Australia,2008,"Agriculture, forestry, fishing and hunting",4849,,
Australia,2008,"Mining, manufacturing and construction",2462,,
Australia,2008,Transport,29954,,
Australia,2008,Communication,481,,
Australia,2008,Fuel and energy,6257,,
Australia,2008,Environment protection,7596,,
Australia,2008,Housing and community amenities,8023,,
Australia,2008,Health,69446,,
Australia,2008,Education,59333,,
Australia,2008,Social protection,118890,,
Australia,2008,General public services,39565,,
Australia,2008,Defence,21309,,
Australia,2008,Public order and safety,19349,,
Australia,2008,"Recreation, culture and religion",9884,,
Australia,2008,"General economic, commercial and labour affairs",3348,,
Australia,2008,Other industries,801,,
Australia,2008,RandD Economic affairs,185,,
Australia,2008,Economic affairs n.e.c.,2541,,
Australia,2009,Total function,399485,,
Australia,2009,"Agriculture, forestry, fishing and hunting",4229,,
Australia,2009,"Mining, manufacturing and construction",2319,,
Australia,2009,Transport,28736,,
Australia,2009,Communication,472,,
Australia,2009,Fuel and energy,7334,,
Australia,2009,Environment protection,8530,,
Australia,2009,Housing and community amenities,8189,,
Australia,2009,Health,69820,,
Australia,2009,Education,67575,,
Australia,2009,Social protection,100736,,
Australia,2009,General public services,42814,,
Australia,2009,Defence,21069,,
Australia,2009,Public order and safety,19329,,
Australia,2009,"Recreation, culture and religion",10221,,
Australia,2009,"General economic, commercial and labour affairs",3645,,
Australia,2009,Other industries,821,,
Australia,2009,RandD Economic affairs,253,,
Australia,2009,Economic affairs n.e.c.,3390,,
Australia,2010,Total function,491923,,
Australia,2010,"Agriculture, forestry, fishing and hunting",4981,,
Australia,2010,"Mining, manufacturing and construction",2308,,
Australia,2010,Transport,33672,,
Australia,2010,Communication,629,,
Australia,2010,Fuel and energy,6677,,
Australia,2010,Environment protection,11666,,
Australia,2010,Housing and community amenities,8983,,
Australia,2010,Health,88824,,
Australia,2010,Education,83591,,
Australia,2010,Social protection,124987,,
Australia,2010,General public services,54201,,
Australia,2010,Defence,25039,,
Australia,2010,Public order and safety,24007,,
Australia,2010,"Recreation, culture and religion",12552,,
Australia,2010,"General economic, commercial and labour affairs",4921,,
Australia,2010,Other industries,1016,,
Australia,2010,RandD Economic affairs,171,,
Australia,2010,Economic affairs n.e.c.,3698,,
Australia,2011,Total function,592951,,
Australia,2011,"Agriculture, forestry, fishing and hunting",5126,,
Australia,2011,"Mining, manufacturing and construction",3517,,
Australia,2011,Transport,42964,,
Australia,2011,Communication,689,,
Australia,2011,Fuel and energy,8309,,
Australia,2011,Environment protection,15653,,
Australia,2011,Housing and community amenities,8910,,
Australia,2011,Health,111137,,
Australia,2011,Education,90938,,
Australia,2011,Social protection,151534,,
Australia,2011,General public services,70285,,
Australia,2011,Defence,28771,,
Australia,2011,Public order and safety,28392,,
Australia,2011,"Recreation, culture and religion",14594,,
Australia,2011,"General economic, commercial and labour affairs",6221,,
Australia,2011,Other industries,1468,,
Australia,2011,RandD Economic affairs,244,,
Australia,2011,Economic affairs n.e.c.,4197,,
Australia,2012,Total function,607322,,
Australia,2012,"Agriculture, forestry, fishing and hunting",4567,,
Australia,2012,"Mining, manufacturing and construction",4377,,
Australia,2012,Transport,45968,,
Australia,2012,Fuel and energy,7995,,
Australia,2012,Environment protection,16629,,
Australia,2012,Housing and community amenities,9089,,
Australia,2012,Health,113194,,
Australia,2012,Education,94057,,
Australia,2012,Social protection,157874,,
Australia,2012,General public services,69709,,
Australia,2012,Defence,29707,,
Australia,2012,Public order and safety,28751,,
Australia,2012,"Recreation, culture and religion",14501,,
Australia,2012,"General economic, commercial and labour affairs",7418,,
Australia,2012,Other industries,1493,,
Australia,2012,RandD Economic affairs,240,,
Australia,2012,Economic affairs n.e.c.,4366,,
Australia,2013,Total function,593808,,
Australia,2013,"Agriculture, forestry, fishing and hunting",4080,,
Australia,2013,"Mining, manufacturing and construction",4474,,
Australia,2013,Transport,43246,,
Australia,2013,Communication,610,,
Australia,2013,Fuel and energy,7929,,
Australia,2013,Environment protection,15878,,
Australia,2013,Housing and community amenities,8646,,
Australia,2013,Health,108872,,
Australia,2013,Education,89038,,
Australia,2013,Social protection,156209,,
Australia,2013,General public services,70849,,
Australia,2013,Defence,29397,,
Australia,2013,Public order and safety,27510,,
Australia,2013,"Recreation, culture and religion",13914,,
Australia,2013,"General economic, commercial and labour affairs",7616,,
Australia,2013,Other industries,1401,,
Australia,2013,RandD Economic affairs,209,,
Australia,2013,Economic affairs n.e.c.,3926,,
Australia,2014,Total function,571977,,
Australia,2014,"Agriculture, forestry, fishing and hunting",3674,,
Australia,2014,"Mining, manufacturing and construction",4124,,
Australia,2014,Transport,41110,,
Australia,2014,Communication,826,,
Australia,2014,Fuel and energy,7713,,
Australia,2014,Environment protection,12066,,
Australia,2014,Housing and community amenities,8547,,
Australia,2014,Health,105003,,
Australia,2014,Education,84891,,
Australia,2014,Social protection,153435,,
Australia,2014,General public services,68722,,
Australia,2014,Defence,29845,,
Australia,2014,Public order and safety,27310,,
Australia,2014,"Recreation, culture and religion",13176,,
Australia,2014,"General economic, commercial and labour affairs",6709,,
Australia,2014,Other industries,1293,,
Australia,2014,RandD Economic affairs,237,,
Australia,2014,Economic affairs n.e.c.,3296,,
Australia,2015,Total function,491934,,
Australia,2015,"Agriculture, forestry, fishing and hunting",3291,,
Australia,2015,"Mining, manufacturing and construction",3137,,
Australia,2015,Transport,34344,,
Australia,2015,Communication,128,,
Australia,2015,Fuel and energy,6071,,
Australia,2015,Environment protection,10688,,
Australia,2015,Housing and community amenities,6922,,
Australia,2015,Health,93111,,
Australia,2015,Education,72930,,
Australia,2015,Social protection,131441,,
Australia,2015,General public services,57358,,
Australia,2015,Defence,27358,,
Australia,2015,Public order and safety,23817,,
Australia,2015,"Recreation, culture and religion",11789,,
Australia,2015,"General economic, commercial and labour affairs",5330,,
Australia,2015,Other industries,1127,,
Australia,2015,RandD Economic affairs,167,,
Australia,2015,Economic affairs n.e.c.,2926,,
Australia,2016,Total function,507644,,
Australia,2016,"Agriculture, forestry, fishing and hunting",3267,,
Australia,2016,"Mining, manufacturing and construction",3094,,
Australia,2016,Transport,38669,,
Australia,2016,Fuel and energy,6382,,
Australia,2016,Environment protection,11416,,
Australia,2016,Housing and community amenities,7087,,
Australia,2016,Health,100048,,
Australia,2016,Education,75032,,
Australia,2016,Social protection,131543,,
Australia,2016,General public services,57547,,
Australia,2016,Defence,29102,,
Australia,2016,Public order and safety,24871,,
Australia,2016,"Recreation, culture and religion",11888,,
Australia,2016,"General economic, commercial and labour affairs",5043,,
Australia,2016,Other industries,1212,,
Australia,2016,RandD Economic affairs,150,,
Australia,2016,Economic affairs n.e.c.,2808,,
Australia,2017,Total function,549332,,
Australia,2017,"Agriculture, forestry, fishing and hunting",3391,,
Australia,2017,"Mining, manufacturing and construction",2887,,
Australia,2017,Transport,44489,,
Australia,2017,Communication,565,,
Australia,2017,Fuel and energy,7004,,
Australia,2017,Environment protection,12933,,
Australia,2017,Housing and community amenities,7909,,
Australia,2017,Health,106476,,
Australia,2017,Education,82538,,
Australia,2017,Social protection,138566,,
Australia,2017,General public services,58558,,
Australia,2017,Defence,31911,,
Australia,2017,Public order and safety,27987,,
Australia,2017,"Recreation, culture and religion",13872,,
Australia,2017,"General economic, commercial and labour affairs",5729,,
Australia,2017,Other industries,1367,,
Australia,2017,RandD Economic affairs,343,,
Australia,2017,Economic affairs n.e.c.,2804,,
Australia,2018,Total function,565557,,
Australia,2018,"Agriculture, forestry, fishing and hunting",3538,,
Australia,2018,"Mining, manufacturing and construction",2685,,
Australia,2018,Transport,46034,,
Australia,2018,Communication,318,,
Australia,2018,Fuel and energy,7138,,
Australia,2018,Environment protection,13174,,
Australia,2018,Housing and community amenities,8897,,
Australia,2018,Health,108474,,
Australia,2018,Education,86086,,
Australia,2018,Social protection,142450,,
Australia,2018,General public services,59283,,
Australia,2018,Defence,33567,,
Australia,2018,Public order and safety,29283,,
Australia,2018,"Recreation, culture and religion",13733,,
Australia,2018,"General economic, commercial and labour affairs",5897,,
Australia,2018,Other industries,1421,,
Australia,2018,RandD Economic affairs,553,,
Australia,2018,Economic affairs n.e.c.,3024,,
Australia,2019,Total function,606216,,
Australia,2019,"Agriculture, forestry, fishing and hunting",3408,,
Australia,2019,"Mining, manufacturing and construction",2767,,
Australia,2019,Transport,44263,,
Australia,2019,Communication,497,,
Australia,2019,Fuel and energy,7118,,
Australia,2019,Environment protection,13305,,
Australia,2019,Housing and community amenities,8577,,
Australia,2019,Health,108333,,
Australia,2019,Education,87528,,
Australia,2019,Social protection,151800,,
Australia,2019,General public services,55505,,
Australia,2019,Defence,34566,,
Australia,2019,Public order and safety,29125,,
Australia,2019,"Recreation, culture and religion",13431,,
Australia,2019,"General economic, commercial and labour affairs",41302,,
Australia,2019,Other industries,1244,,
Australia,2019,RandD Economic affairs,423,,
Australia,2019,Economic affairs n.e.c.,3020,,
Australia,2020,Total function,660774,,
Australia,2020,"Agriculture, forestry, fishing and hunting",3897,,
Australia,2020,"Mining, manufacturing and construction",3316,,
Australia,2020,Transport,49158,,
Australia,2020,Communication,390,,
Australia,2020,Fuel and energy,7684,,
Australia,2020,Environment protection,13887,,
Australia,2020,Housing and community amenities,9703,,
Australia,2020,Health,117575,,
Australia,2020,Education,87142,,
Australia,2020,Social protection,168763,,
Australia,2020,General public services,52395,,
Australia,2020,Defence,35494,,
Australia,2020,Public order and safety,30688,,
Australia,2020,"Recreation, culture and religion",13957,,
Australia,2020,"General economic, commercial and labour affairs",60815,,
Australia,2020,Other industries,1342,,
Australia,2020,RandD Economic affairs,559,,
Australia,2020,Economic affairs n.e.c.,4009,,
Australia,2021,Total function,719634,,
Australia,2021,"Agriculture, forestry, fishing and hunting",4245,,
Australia,2021,"Mining, manufacturing and construction",3733,,
Australia,2021,Transport,58754,,
Australia,2021,Fuel and energy,9387,,
Australia,2021,Environment protection,15834,,
Australia,2021,Housing and community amenities,11798,,
Australia,2021,Health,142628,,
Australia,2021,Education,100479,,
Australia,2021,Social protection,186628,,
Australia,2021,General public services,66186,,
Australia,2021,Defence,41668,,
Australia,2021,Public order and safety,35560,,
Australia,2021,"Recreation, culture and religion",15997,,
Australia,2021,"General economic, commercial and labour affairs",20411,,
Australia,2021,Other industries,1635,,
Australia,2021,RandD Economic affairs,509,,
Australia,2021,Economic affairs n.e.c.,4388,,
Austria,2000,Total function,100683,,
Austria,2000,"Agriculture, forestry, fishing and hunting",1102,,
Austria,2000,"Mining, manufacturing and construction",62,,
Austria,2000,Transport,4573,,
Austria,2000,Communication,130,,
Austria,2000,Fuel and energy,12,,
Austria,2000,Environment protection,876,,
Austria,2000,Housing and community amenities,1208,,
Austria,2000,Health,14054,,
Austria,2000,Education,10269,,
Austria,2000,Social protection,40996,,
Austria,2000,General public services,16305,,
Austria,2000,Defence,1705,,
Austria,2000,Public order and safety,2791,,
Austria,2000,"Recreation, culture and religion",2763,,
Austria,2000,"General economic, commercial and labour affairs",2621,,
Austria,2000,Other industries,286,,
Austria,2000,RandD Economic affairs,734,,
Austria,2000,Economic affairs n.e.c.,195,,
Austria,2001,Total function,101432,,
Austria,2001,"Agriculture, forestry, fishing and hunting",1164,,
Austria,2001,"Mining, manufacturing and construction",55,,
Austria,2001,Transport,5144,,
Austria,2001,Communication,102,,
Austria,2001,Fuel and energy,44,,
Austria,2001,Environment protection,961,,
Austria,2001,Housing and community amenities,1116,,
Austria,2001,Health,13920,,
Austria,2001,Education,10234,,
Austria,2001,Social protection,40721,,
Austria,2001,General public services,16964,,
Austria,2001,Defence,1620,,
Austria,2001,Public order and safety,2820,,
Austria,2001,"Recreation, culture and religion",2748,,
Austria,2001,"General economic, commercial and labour affairs",2713,,
