Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,Unnamed: 4,Unnamed: 5,Country Code
Australia,2002,Environment protection,2411.0,,,AUS
Australia,2002,Housing and community amenities,2821.0,,,AUS
Australia,2002,Health,26442.0,,,AUS
Australia,2002,Education,24663.0,,,AUS
Australia,2002,Social protection,43771.0,,,AUS
Australia,2002,General public services,18245.0,,,AUS
Australia,2002,Defence,9168.0,,,AUS
Australia,2002,Public order and safety,7577.0,,,AUS
Australia,2002,"Recreation, culture and religion",4067.0,,,AUS
Australia,2002,"General economic, commercial and labour affairs",1225.0,,,AUS
Australia,2002,Other industries,418.0,,,AUS
Australia,2002,RandD Economic affairs,26.0,,,AUS
Australia,2002,Economic affairs n.e.c.,1131.0,,,AUS
Australia,2003,Total function,203413.0,,,AUS
Australia,2003,"Agriculture, forestry, fishing and hunting",2705.0,,,AUS
Australia,2003,"Mining, manufacturing and construction",1581.0,,,AUS
Australia,2003,Transport,15157.0,,,AUS
Australia,2003,Communication,314.0,,,AUS
Australia,2003,Fuel and energy,2845.0,,,AUS
Australia,2003,Environment protection,2992.0,,,AUS
Australia,2003,Housing and community amenities,3675.0,,,AUS
Australia,2003,Health,34097.0,,,AUS
Australia,2003,Education,31344.0,,,AUS
Australia,2003,Social protection,58197.0,,,AUS
Australia,2003,General public services,21592.0,,,AUS
Australia,2003,Defence,10387.0,,,AUS
Australia,2003,Public order and safety,9945.0,,,AUS
Australia,2003,"Recreation, culture and religion",5396.0,,,AUS
Australia,2003,"General economic, commercial and labour affairs",1338.0,,,AUS
Australia,2003,Other industries,459.0,,,AUS
Australia,2003,RandD Economic affairs,33.0,,,AUS
Australia,2003,Economic affairs n.e.c.,1357.0,,,AUS
Australia,2004,Total function,247286.0,,,AUS
Australia,2004,"Agriculture, forestry, fishing and hunting",2757.0,,,AUS
Australia,2004,"Mining, manufacturing and construction",2012.0,,,AUS
Australia,2004,Transport,16958.0,,,AUS
Australia,2004,Communication,442.0,,,AUS
Australia,2004,Fuel and energy,3796.0,,,AUS
Australia,2004,Environment protection,3964.0,,,AUS
Australia,2004,Housing and community amenities,4396.0,,,AUS
Australia,2004,Health,43474.0,,,AUS
Australia,2004,Education,38813.0,,,AUS
Australia,2004,Social protection,68849.0,,,AUS
Australia,2004,General public services,26887.0,,,AUS
Australia,2004,Defence,12926.0,,,AUS
Australia,2004,Public order and safety,11825.0,,,AUS
Australia,2004,"Recreation, culture and religion",6256.0,,,AUS
Australia,2004,"General economic, commercial and labour affairs",1734.0,,,AUS
Australia,2004,Other industries,659.0,,,AUS
Australia,2004,RandD Economic affairs,46.0,,,AUS
Australia,2004,Economic affairs n.e.c.,1491.0,,,AUS
Australia,2005,Total function,274650.0,,,AUS
Australia,2005,"Agriculture, forestry, fishing and hunting",3695.0,,,AUS
Australia,2005,"Mining, manufacturing and construction",2090.0,,,AUS
Australia,2005,Transport,19452.0,,,AUS
Australia,2005,Communication,496.0,,,AUS
Australia,2005,Fuel and energy,3901.0,,,AUS
Australia,2005,Environment protection,4584.0,,,AUS
Australia,2005,Housing and community amenities,5219.0,,,AUS
Australia,2005,Health,48392.0,,,AUS
Australia,2005,Education,42523.0,,,AUS
Australia,2005,Social protection,74895.0,,,AUS
Australia,2005,General public services,29660.0,,,AUS
Australia,2005,Defence,14788.0,,,AUS
Australia,2005,Public order and safety,13347.0,,,AUS
Australia,2005,"Recreation, culture and religion",7193.0,,,AUS
Australia,2005,"General economic, commercial and labour affairs",2005.0,,,AUS
Australia,2005,Other industries,639.0,,,AUS
Australia,2005,RandD Economic affairs,18.0,,,AUS
Australia,2005,Economic affairs n.e.c.,1753.0,,,AUS
Australia,2006,Total function,293915.0,,,AUS
Australia,2006,"Agriculture, forestry, fishing and hunting",3967.0,,,AUS
Australia,2006,"Mining, manufacturing and construction",2088.0,,,AUS
Australia,2006,Transport,21708.0,,,AUS
Australia,2006,Communication,481.0,,,AUS
Australia,2006,Fuel and energy,4060.0,,,AUS
Australia,2006,Environment protection,5462.0,,,AUS
Australia,2006,Housing and community amenities,5664.0,,,AUS
Australia,2006,Health,51528.0,,,AUS
Australia,2006,Education,43984.0,,,AUS
Australia,2006,Social protection,79409.0,,,AUS
Australia,2006,General public services,31818.0,,,AUS
Australia,2006,Defence,16216.0,,,AUS
Australia,2006,Public order and safety,15021.0,,,AUS
Australia,2006,"Recreation, culture and religion",7617.0,,,AUS
Australia,2006,"General economic, commercial and labour affairs",2374.0,,,AUS
Australia,2006,Other industries,628.0,,,AUS
Australia,2006,RandD Economic affairs,20.0,,,AUS
Australia,2006,Economic affairs n.e.c.,1870.0,,,AUS
Australia,2007,Total function,351380.0,,,AUS
Australia,2007,"Agriculture, forestry, fishing and hunting",5461.0,,,AUS
Australia,2007,"Mining, manufacturing and construction",2033.0,,,AUS
Australia,2007,Transport,26826.0,,,AUS
Australia,2007,Communication,499.0,,,AUS
Australia,2007,Fuel and energy,5358.0,,,AUS
Australia,2007,Environment protection,6549.0,,,AUS
Australia,2007,Housing and community amenities,7382.0,,,AUS
Australia,2007,Health,62895.0,,,AUS
Australia,2007,Education,52590.0,,,AUS
Australia,2007,Social protection,93793.0,,,AUS
Australia,2007,General public services,36492.0,,,AUS
Australia,2007,Defence,18224.0,,,AUS
Australia,2007,Public order and safety,18001.0,,,AUS
Australia,2007,"Recreation, culture and religion",9184.0,,,AUS
Australia,2007,"General economic, commercial and labour affairs",3030.0,,,AUS
Australia,2007,Other industries,709.0,,,AUS
Australia,2007,RandD Economic affairs,46.0,,,AUS
Australia,2007,Economic affairs n.e.c.,2309.0,,,AUS
Australia,2008,Total function,404273.0,,,AUS
Australia,2008,"Agriculture, forestry, fishing and hunting",4849.0,,,AUS
Australia,2008,"Mining, manufacturing and construction",2462.0,,,AUS
Australia,2008,Transport,29954.0,,,AUS
Australia,2008,Communication,481.0,,,AUS
Australia,2008,Fuel and energy,6257.0,,,AUS
Australia,2008,Environment protection,7596.0,,,AUS
Australia,2008,Housing and community amenities,8023.0,,,AUS
Australia,2008,Health,69446.0,,,AUS
Australia,2008,Education,59333.0,,,AUS
Australia,2008,Social protection,118890.0,,,AUS
Australia,2008,General public services,39565.0,,,AUS
Australia,2008,Defence,21309.0,,,AUS
Australia,2008,Public order and safety,19349.0,,,AUS
Australia,2008,"Recreation, culture and religion",9884.0,,,AUS
Australia,2008,"General economic, commercial and labour affairs",3348.0,,,AUS
Australia,2008,Other industries,801.0,,,AUS
Australia,2008,RandD Economic affairs,185.0,,,AUS
Australia,2008,Economic affairs n.e.c.,2541.0,,,AUS
Australia,2009,Total function,399485.0,,,AUS
Australia,2009,"Agriculture, forestry, fishing and hunting",4229.0,,,AUS
Australia,2009,"Mining, manufacturing and construction",2319.0,,,AUS
Australia,2009,Transport,28736.0,,,AUS
Australia,2009,Communication,472.0,,,AUS
Australia,2009,Fuel and energy,7334.0,,,AUS
Australia,2009,Environment protection,8530.0,,,AUS
Australia,2009,Housing and community amenities,8189.0,,,AUS
Australia,2009,Health,69820.0,,,AUS
Australia,2009,Education,67575.0,,,AUS
Australia,2009,Social protection,100736.0,,,AUS
Australia,2009,General public services,42814.0,,,AUS
Australia,2009,Defence,21069.0,,,AUS
Australia,2009,Public order and safety,19329.0,,,AUS
Australia,2009,"Recreation, culture and religion",10221.0,,,AUS
Australia,2009,"General economic, commercial and labour affairs",3645.0,,,AUS
Australia,2009,Other industries,821.0,,,AUS
Australia,2009,RandD Economic affairs,253.0,,,AUS
Australia,2009,Economic affairs n.e.c.,3390.0,,,AUS
Australia,2010,Total function,491923.0,,,AUS
Australia,2010,"Agriculture, forestry, fishing and hunting",4981.0,,,AUS
Australia,2010,"Mining, manufacturing and construction",2308.0,,,AUS
Australia,2010,Transport,33672.0,,,AUS
Australia,2010,Communication,629.0,,,AUS
Australia,2010,Fuel and energy,6677.0,,,AUS
Australia,2010,Environment protection,11666.0,,,AUS
Australia,2010,Housing and community amenities,8983.0,,,AUS
Australia,2010,Health,88824.0,,,AUS
Australia,2010,Education,83591.0,,,AUS
Australia,2010,Social protection,124987.0,,,AUS
Australia,2010,General public services,54201.0,,,AUS
Australia,2010,Defence,25039.0,,,AUS
Australia,2010,Public order and safety,24007.0,,,AUS
Australia,2010,"Recreation, culture and religion",12552.0,,,AUS
Australia,2010,"General economic, commercial and labour affairs",4921.0,,,AUS
Australia,2010,Other industries,1016.0,,,AUS
Australia,2010,RandD Economic affairs,171.0,,,AUS
Australia,2010,Economic affairs n.e.c.,3698.0,,,AUS
Australia,2011,Total function,592951.0,,,AUS
Australia,2011,"Agriculture, forestry, fishing and hunting",5126.0,,,AUS
Australia,2011,"Mining, manufacturing and construction",3517.0,,,AUS
Australia,2011,Transport,42964.0,,,AUS
Australia,2011,Communication,689.0,,,AUS
Australia,2011,Fuel and energy,8309.0,,,AUS
Australia,2011,Environment protection,15653.0,,,AUS
Australia,2011,Housing and community amenities,8910.0,,,AUS
Australia,2011,Health,111137.0,,,AUS
Australia,2011,Education,90938.0,,,AUS
Australia,2011,Social protection,151534.0,,,AUS
Australia,2011,General public services,70285.0,,,AUS
Australia,2011,Defence,28771.0,,,AUS
Australia,2011,Public order and safety,28392.0,,,AUS
Australia,2011,"Recreation, culture and religion",14594.0,,,AUS
Australia,2011,"General economic, commercial and labour affairs",6221.0,,,AUS
Australia,2011,Other industries,1468.0,,,AUS
Australia,2011,RandD Economic affairs,244.0,,,AUS
Australia,2011,Economic affairs n.e.c.,4197.0,,,AUS
Australia,2012,Total function,607322.0,,,AUS
Australia,2012,"Agriculture, forestry, fishing and hunting",4567.0,,,AUS
Australia,2012,"Mining, manufacturing and construction",4377.0,,,AUS
Australia,2012,Transport,45968.0,,,AUS
Australia,2012,Fuel and energy,7995.0,,,AUS
Australia,2012,Environment protection,16629.0,,,AUS
Australia,2012,Housing and community amenities,9089.0,,,AUS
Australia,2012,Health,113194.0,,,AUS
Australia,2012,Education,94057.0,,,AUS
Australia,2012,Social protection,157874.0,,,AUS
Australia,2012,General public services,69709.0,,,AUS
Australia,2012,Defence,29707.0,,,AUS
Australia,2012,Public order and safety,28751.0,,,AUS
Australia,2012,"Recreation, culture and religion",14501.0,,,AUS
Australia,2012,"General economic, commercial and labour affairs",7418.0,,,AUS
Australia,2012,Other industries,1493.0,,,AUS
Australia,2012,RandD Economic affairs,240.0,,,AUS
Australia,2012,Economic affairs n.e.c.,4366.0,,,AUS
Australia,2013,Total function,593808.0,,,AUS
Australia,2013,"Agriculture, forestry, fishing and hunting",4080.0,,,AUS
Australia,2013,"Mining, manufacturing and construction",4474.0,,,AUS
Australia,2013,Transport,43246.0,,,AUS
Australia,2013,Communication,610.0,,,AUS
Australia,2013,Fuel and energy,7929.0,,,AUS
Australia,2013,Environment protection,15878.0,,,AUS
Australia,2013,Housing and community amenities,8646.0,,,AUS
Australia,2013,Health,108872.0,,,AUS
Australia,2013,Education,89038.0,,,AUS
Australia,2013,Social protection,156209.0,,,AUS
Australia,2013,General public services,70849.0,,,AUS
Australia,2013,Defence,29397.0,,,AUS
Australia,2013,Public order and safety,27510.0,,,AUS
Australia,2013,"Recreation, culture and religion",13914.0,,,AUS
Australia,2013,"General economic, commercial and labour affairs",7616.0,,,AUS
Australia,2013,Other industries,1401.0,,,AUS
Australia,2013,RandD Economic affairs,209.0,,,AUS
Australia,2013,Economic affairs n.e.c.,3926.0,,,AUS
Australia,2014,Total function,571977.0,,,AUS
Australia,2014,"Agriculture, forestry, fishing and hunting",3674.0,,,AUS
Australia,2014,"Mining, manufacturing and construction",4124.0,,,AUS
Australia,2014,Transport,41110.0,,,AUS
Australia,2014,Communication,826.0,,,AUS
Australia,2014,Fuel and energy,7713.0,,,AUS
Australia,2014,Environment protection,12066.0,,,AUS
Australia,2014,Housing and community amenities,8547.0,,,AUS
Australia,2014,Health,105003.0,,,AUS
Australia,2014,Education,84891.0,,,AUS
Australia,2014,Social protection,153435.0,,,AUS
Australia,2014,General public services,68722.0,,,AUS
Australia,2014,Defence,29845.0,,,AUS
Australia,2014,Public order and safety,27310.0,,,AUS
Australia,2014,"Recreation, culture and religion",13176.0,,,AUS
Australia,2014,"General economic, commercial and labour affairs",6709.0,,,AUS
Australia,2014,Other industries,1293.0,,,AUS
Australia,2014,RandD Economic affairs,237.0,,,AUS
Australia,2014,Economic affairs n.e.c.,3296.0,,,AUS
Australia,2015,Total function,491934.0,,,AUS
Australia,2015,"Agriculture, forestry, fishing and hunting",3291.0,,,AUS
Australia,2015,"Mining, manufacturing and construction",3137.0,,,AUS
Australia,2015,Transport,34344.0,,,AUS
Australia,2015,Communication,128.0,,,AUS
Australia,2015,Fuel and energy,6071.0,,,AUS
Australia,2015,Environment protection,10688.0,,,AUS
Australia,2015,Housing and community amenities,6922.0,,,AUS
Australia,2015,Health,93111.0,,,AUS
Australia,2015,Education,72930.0,,,AUS
Australia,2015,Social protection,131441.0,,,AUS
Australia,2015,General public services,57358.0,,,AUS
Australia,2015,Defence,27358.0,,,AUS
Australia,2015,Public order and safety,23817.0,,,AUS
Australia,2015,"Recreation, culture and religion",11789.0,,,AUS
Australia,2015,"General economic, commercial and labour affairs",5330.0,,,AUS
Australia,2015,Other industries,1127.0,,,AUS
Australia,2015,RandD Economic affairs,167.0,,,AUS
Australia,2015,Economic affairs n.e.c.,2926.0,,,AUS
Australia,2016,Total function,507644.0,,,AUS
Australia,2016,"Agriculture, forestry, fishing and hunting",3267.0,,,AUS
Australia,2016,"Mining, manufacturing and construction",3094.0,,,AUS
Australia,2016,Transport,38669.0,,,AUS
Australia,2016,Fuel and energy,6382.0,,,AUS
Australia,2016,Environment protection,11416.0,,,AUS
Australia,2016,Housing and community amenities,7087.0,,,AUS
Australia,2016,Health,100048.0,,,AUS
Australia,2016,Education,75032.0,,,AUS
Australia,2016,Social protection,131543.0,,,AUS
Australia,2016,General public services,57547.0,,,AUS
Australia,2016,Defence,29102.0,,,AUS
Australia,2016,Public order and safety,24871.0,,,AUS
Australia,2016,"Recreation, culture and religion",11888.0,,,AUS
Australia,2016,"General economic, commercial and labour affairs",5043.0,,,AUS
Australia,2016,Other industries,1212.0,,,AUS
Australia,2016,RandD Economic affairs,150.0,,,AUS
Australia,2016,Economic affairs n.e.c.,2808.0,,,AUS
Australia,2017,Total function,549332.0,,,AUS
Australia,2017,"Agriculture, forestry, fishing and hunting",3391.0,,,AUS
Australia,2017,"Mining, manufacturing and construction",2887.0,,,AUS
Australia,2017,Transport,44489.0,,,AUS
Australia,2017,Communication,565.0,,,AUS
Australia,2017,Fuel and energy,7004.0,,,AUS
Australia,2017,Environment protection,12933.0,,,AUS
Australia,2017,Housing and community amenities,7909.0,,,AUS
Australia,2017,Health,106476.0,,,AUS
Australia,2017,Education,82538.0,,,AUS
Australia,2017,Social protection,138566.0,,,AUS
Australia,2017,General public services,58558.0,,,AUS
Australia,2017,Defence,31911.0,,,AUS
Australia,2017,Public order and safety,27987.0,,,AUS
Australia,2017,"Recreation, culture and religion",13872.0,,,AUS
Australia,2017,"General economic, commercial and labour affairs",5729.0,,,AUS
Australia,2017,Other industries,1367.0,,,AUS
Australia,2017,RandD Economic affairs,343.0,,,AUS
Australia,2017,Economic affairs n.e.c.,2804.0,,,AUS
Australia,2018,Total function,565557.0,,,AUS
Australia,2018,"Agriculture, forestry, fishing and hunting",3538.0,,,AUS
Australia,2018,"Mining, manufacturing and construction",2685.0,,,AUS
Australia,2018,Transport,46034.0,,,AUS
Australia,2018,Communication,318.0,,,AUS
Australia,2018,Fuel and energy,7138.0,,,AUS
Australia,2018,Environment protection,13174.0,,,AUS
Australia,2018,Housing and community amenities,8897.0,,,AUS
Australia,2018,Health,108474.0,,,AUS
Australia,2018,Education,86086.0,,,AUS
Australia,2018,Social protection,142450.0,,,AUS
Australia,2018,General public services,59283.0,,,AUS
Australia,2018,Defence,33567.0,,,AUS
Australia,2018,Public order and safety,29283.0,,,AUS
Australia,2018,"Recreation, culture and religion",13733.0,,,AUS
Australia,2018,"General economic, commercial and labour affairs",5897.0,,,AUS
Australia,2018,Other industries,1421.0,,,AUS
Australia,2018,RandD Economic affairs,553.0,,,AUS
Australia,2018,Economic affairs n.e.c.,3024.0,,,AUS
Australia,2019,Total function,606216.0,,,AUS
Australia,2019,"Agriculture, forestry, fishing and hunting",3408.0,,,AUS
Australia,2019,"Mining, manufacturing and construction",2767.0,,,AUS
Australia,2019,Transport,44263.0,,,AUS
Australia,2019,Communication,497.0,,,AUS
Australia,2019,Fuel and energy,7118.0,,,AUS
Australia,2019,Environment protection,13305.0,,,AUS
Australia,2019,Housing and community amenities,8577.0,,,AUS
Australia,2019,Health,108333.0,,,AUS
Australia,2019,Education,87528.0,,,AUS
Australia,2019,Social protection,151800.0,,,AUS
Australia,2019,General public services,55505.0,,,AUS
Australia,2019,Defence,34566.0,,,AUS
Australia,2019,Public order and safety,29125.0,,,AUS
Australia,2019,"Recreation, culture and religion",13431.0,,,AUS
Australia,2019,"General economic, commercial and labour affairs",41302.0,,,AUS
Australia,2019,Other industries,1244.0,,,AUS
Australia,2019,RandD Economic affairs,423.0,,,AUS
Australia,2019,Economic affairs n.e.c.,3020.0,,,AUS
Australia,2020,Total function,660774.0,,,AUS
Australia,2020,"Agriculture, forestry, fishing and hunting",3897.0,,,AUS
Australia,2020,"Mining, manufacturing and construction",3316.0,,,AUS
